2018-09-30,22239.07833109721,46504.964964288985,11914.463136031769,18626.22662013571,55942.7712639261,38822.445400872,22349.8470383305,31290.805099198777,20782.98048399127,105735.4304153662,374209.01275323855,48561.59967242123,422770.6124256597
2018-12-31,38330.784761175426,48739.04032517366,11440.589032539332,20075.13557978349,57910.31889413843,41592.162900545474,23082.694387435273,31203.062188187934,20750.428716061633,115622.19681007476,408746.4135951154,49896.9325509679,458643.3461460834
2019-03-31,26621.934022467147,42891.69291001135,14221.880555835054,17412.61460628185,57196.791117490255,39494.57034653649,22721.64207448003,31232.85533307603,21166.20586924526,116057.82465888499,389018.0114943085,48651.05116444854,437669.062658757
2019-06-30,33855.49202904693,47491.231354293806,12565.586646237682,18521.35629196865,59053.36817715213,43586.299874877965,22723.243573351658,32448.29712421103,21258.8886031808,105620.94836748947,397124.71204181015,49394.0313729488,446518.74341475894
2019-09-30,22718.028963959394,46592.873114151436,13495.975630695435,19174.34114714786,56611.047240764645,40418.48747498444,22981.61965414843,31429.11453117888,21154.962048828824,105054.52523038622,379630.9750362456,49077.12319406041,428708.09823030594
2019-12-31,31977.78950963207,47786.43173405229,12862.129535369942,22517.139353345618,59019.98335872389,41926.01696400532,22909.92424361784,30853.280464838484,20794.479779194695,115060.394568498,405707.5695112781,50467.353991530945,456174.9235028091
2020-03-31,25349.630881277903,42004.599440932245,12391.275637247982,18588.779679964002,56957.695301307846,37747.05494295921,23438.77039868979,29893.88162576584,21270.49731792572,113330.10762098507,380972.2928470556,48217.23053596629,429189.5233830218
2020-06-30,31476.70680249676,41113.24661606269,11505.012826808099,17639.10354789678,48573.780542891785,37340.6792817543,22212.472180122306,25138.50677333577,20937.731403305545,90686.95166648396,346624.191641158,42515.09811987499,389139.289761033
2020-09-30,23419.712714948022,44747.50750839671,12576.855693926933,18563.75163939395,51063.75949081587,38050.48395027248,22550.45544325951,27119.517790332233,20896.292061503853,98664.97654141593,357653.31283426547,46342.12581065364,403995.4386449192
2020-12-31,34467.623908221394,46552.1092407879,10047.359253907525,24195.305184200457,54090.1004315675,41601.41203866043,22811.423404076533,30414.429427712523,20852.13623259216,108169.77962736867,393201.6787490951,49899.968849886274,443101.64759898133
2021-03-31,27980.122351418366,42277.739883094066,11640.7946149854,19193.939610514655,53562.38786187032,36009.51968629121,23239.477787909203,27809.773951156934,21794.260584348835,105529.56303828294,369037.5793698719,47966.61649905165,417004.19586892356
